FID,Shape *,OBJECTID,ID,COMMUNE_IN,COMMUNE,LIEU_IGN,VESTIGES_I,CHRONO_BEG,DATE_START,CHRONO_END,DATE_ENDE,TSlice_1,TSlice_2,TSlice_3,TSlice_4,TSlice_5,TSlice_6,PROTOHISTO,HISTOIRE,AGE_DU_BRO,AGE_DU_FER,GALLO_ROMA,MOYEN_AGE,BRONZE_ANC,BRONZE_FIN,PREMIER_AG,SECOND_AGE,REPUBLIQUE,HAUT_EMPIR,BAS_EMPIRE,HAUT_MOYEN,MOYEN_AG_1,BZ_FINAL_1,BZ_FINAL_2,BZ_FINAL_3,HA_A,HA_B,HA_C,HA_D,LT_A_LT_I,LT_B_LT_II,LT_C__T_II,LT_FINAL,LT_D_LT_IV,EZ_8__Jh_,EZ__7__Jh_,EZ__6__Jh_,EZ__5__Jh_,EZ__4__Jh_,EZ__3__Jh_,RE_2___Jh_,RE_1__Jh_,HE_1__Jh_,HE_2__Jh_,HE_3__Jh_,BE_4__Jh_,BE_5__Jh_,BRF_2A,BRF_2B,BRF_3A,BRF_3B,HA_A1,HA_A2,HA_B1,HA_B2,HA_B3,HA_C1,HA_C2,HA_D1,HA_D2,HA_D3,LT_A1,LT_A2,LT_B1,LT_B2,LT_C1,LT_C2,LT_D1,LT_D2,RE_1__H__2,RE_2__H__2,RE_1__H__1,HE_2__H__1,HE_1__H__1,HE_2__H__2,HE_1__H__2,HE_2__H__3,HE_1__H__3,HE_2__H__4,BE_1__H__4,BE_2__H__4,BE_1__H__5,BE_2__H__5,x,y,DEPARTEMEN,REGION,Siedlungss
324,Point,325,2706,26368,Vercheny,Les Mas,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878186.41,6404286.82,Drôme,Rhône-Alpes,Siedlung
325,Point,326,2707,26368,Vercheny,Frayssinet,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878886.75,6404381.94,Drôme,Rhône-Alpes,Siedlung
326,Point,327,2710,26368,Vercheny,Près de Ravin de l'Hôpital,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878320.42,6405610.39,Drôme,Rhône-Alpes,Villa
327,Point,328,2717,26368,Vercheny,Peyrache,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877507.87,6403741.7,Drôme,Rhône-Alpes,Villa
328,Point,329,2723,26370,Vercoiran,Sainte-Luce,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884020,6359418.69,Drôme,Rhône-Alpes,Siedlung
329,Point,330,2744,26377,Vinsobres,Le Plan,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862648.97,6358887.9,Drôme,Rhône-Alpes,Siedlung
330,Point,331,2753,26377,Vinsobres,Les Côtes,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862818.86,6360094.26,Drôme,Rhône-Alpes,Villa
331,Point,332,2756,5008,Aspremont,Plateau de Champ-Fourgon,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915761.49,6379926.95,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Villa
332,Point,333,2757,5008,Aspremont,Les Lamberts,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914941.32,6381105.89,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Siedlung
333,Point,334,2758,5010,Aspres-sur-Buëch,La Beaumette,oppidum. camp romaine,PROTOHISTORIQUE,-2200,HAUT-EMPIRE,293,1,0,0,1,1,0,1,1,0.5,0.5,1,0,0,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919958.26,6382941.83,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Befestigung
334,Point,335,2760,5053,Eyguians,Le Colombe,villa. voie,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921646.34,6367053.28,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Villa
335,Point,336,2769,5019,La Beaume,Village,mutatio? (Cambonum?). voie,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909352.05,6387238.3,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Hof
336,Point,337,2770,5124,La Rochette,Manse-Vieille (Vieux-Manse),mutatio?.  strasse?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949483.58,6394355.42,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Hof
337,Point,338,2771,5069,Lagrand,champ Bonnet,villa. nécropole,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919062.13,6362691.87,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Villa
338,Point,339,2772,5069,Lagrand,Gueidin,agglomération secondaire,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919814.77,6363645.53,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Kleinstadt
339,Point,340,2776,5087,Montmaur,Chapelle Sainte-Philomène,agglomération antique,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928166.29,6388686.25,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Kleinstadt
340,Point,341,2777,5097,Orpierre,Roudigou,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916762.53,6362493.74,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Siedlung
341,Point,342,2778,5118,Ribiers,château de Creyssint,agglomération secondaire,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928422.65,6352406.52,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Kleinstadt
342,Point,343,2781,5118,Ribiers,Les Autarets,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928696.78,6350377.68,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Siedlung
343,Point,344,2785,5169,Sorbiers,Eygues,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903781.51,6365522.03,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Siedlung
344,Point,345,2786,5178,Ventafon,Le Trouquet (Le Tronquet),habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930495.26,6366996.21,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Siedlung
345,Point,346,2787,5179,Veynes,Village,agglomération antique (Davianum),GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924114.21,6385669.94,Hautes-Alpes,Provence-Alpes-Côte d’Azur,Kleinstadt
346,Point,347,2791,4049,Château-Arnoux-Saint-Auban,Font Robert,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940845.47,6338072.74,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Villa
347,Point,348,2792,4049,Château-Arnoux-Saint-Auban,ferme Font Robert,établissement rural,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940890.37,6337863.75,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Hof
348,Point,349,2793,4058,Claret,Claret (anderes Ufer der Durance),agglomération antique,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935047.21,6367928.55,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Kleinstadt
349,Point,350,2798,4101,Lardiers,Source de la Ganasse,etablissement rural,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917591.56,6332503.66,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Hof
350,Point,351,2799,4101,Lardiers,Le Chastelard,oppidum. habitat (EZ). sanctuaire (GR),AGE DU BRONZE FINAL,-1350,BAS-EMPIRE,476,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.5,1,0.3,1,1,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914852.19,6332789.2,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Heiligtum
351,Point,352,2803,4149,Peyruis,Le Plan,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937119.37,6330735.49,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Villa
352,Point,353,2805,4179,Saint-Geniez,Chardavon,établissement rural,AGE DU BRONZE,-2250,GALLO-ROMAIN,443,1,1,1,1,1,1,1,1,1,1,1,0,0,0.33,0.5,0.5,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942082.12,6353016.52,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Hof
353,Point,354,2808,4179,Saint-Geniez,Rocher de Dromon,oppidum. habitat rupestre,PROTOHISTORIQUE,-2200,GALLO-ROMAIN,443,1,0,0,1,1,1,1,1,0.5,0.5,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945964.42,6353340.51,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Siedlung
354,Point,355,2809,4200,Salignac,Village de Salignac,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938470,6344364.45,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Villa
355,Point,356,2810,4209,Sisteron,Citadelle,oppidum. ville. civitas Segesteriorum (Segusterone),AGE DU FER,-800,MOYEN AGE,1492,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0.5,0.5,0.3,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935185.64,6348781.74,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Stadt
356,Point,357,2816,84012,Beaumes- de-Venise,Payard,agglomération secondaire. habitat,PREMIER AGE DU FER,-800,BAS-EMPIRE,476,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860960.92,6338048.2,Vaucluse,Provence-Alpes-Côte d'Azur,Kleinstadt
357,Point,358,2817,84012,Beaumes- de-Venise,Les Courrens,oppidum. occupation,AGE DU BRONZE FINAL,-1350,MOYEN AGE,1492,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.3,0.3,0.3,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861458.53,6338410.11,Vaucluse,Provence-Alpes-Côte d'Azur,Nutzungsareal
358,Point,359,2819,84017,Bedoin,Villa de Bruns,villa,GALLO-ROMAIN,-27,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879188.94,6337882.71,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
359,Point,360,2820,84019,Bollène,Barry,oppidum. habitat. éperon barré,PREMIER AGE DU FER,-800,MOYEN AGE,1492,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840551.6,6359070.32,Vaucluse,Provence-Alpes-Côte d'Azur,Siedlung
360,Point,361,2823,84019,Bollène,Saint-Ferréol,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841828.63,6358263.65,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
361,Point,362,2825,84019,Bollène,Guffiage,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842707.34,6358156.26,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
362,Point,363,2826,84019,Bollène,Félines,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840181.92,6357685.95,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
363,Point,364,2827,84019,Bollène,Saint-Pierre-de-Sénos,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839927.97,6357590.18,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
364,Point,365,2828,84019,Bollène,Saint-Pierre-de-Sénos/Barrage,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839192.7,6357738.35,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
365,Point,366,2837,84019,Bollène,Le Moulès,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840592.24,6356362.85,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
366,Point,367,2847,84031,Carpentras,Arc de Carpentras,ville. habitat. colonie romaine (Forum Neronis),SECOND AGE DU FER,-500,PERIODE RECENT,2001,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0.5,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864053.88,6330504.5,Vaucluse,Provence-Alpes-Côte d'Azur,Stadt
367,Point,368,2848,84037,Châteauneuf-du-Pape,Colombis/La Croze,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844794.8,6330708.92,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
368,Point,369,2850,84044,Entrechaux,La Folie,villa?,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868689.38,6348494.54,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
369,Point,370,2857,84056,Jonquières,Le Jas,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852934.33,6338909.6,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
370,Point,371,2861,84063,Lamotte-du-Rhône,La Bâtie,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836098.56,6356307.83,Vaucluse,Provence-Alpes-Côte d'Azur,Villa
